,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
15226,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15227,T3,Independent,C1000,Preservation,Trust,25000-99999,N,20138,1
15228,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15229,T3,Independent,C1000,Preservation,Trust,10000-24999,Y,5000,1
15230,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15231,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15232,T3,Independent,C1000,Preservation,Association,0,N,5000,0
15233,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
15234,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15235,T3,Independent,C1000,Preservation,Association,0,N,5000,0
15236,T3,Independent,C1000,Preservation,Trust,100000-499999,N,11265,1
15237,T3,Independent,C7120,Preservation,Trust,0,N,5000,1
15238,T6,Independent,C2000,ProductDev,Association,0,N,5000,0
15239,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15240,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15241,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15242,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15243,T3,Independent,C2000,Preservation,Trust,25000-99999,N,5000,1
15244,T6,Independent,C1000,ProductDev,Trust,100000-499999,N,7522,1
15245,T3,Independent,C1000,Preservation,Trust,100000-499999,N,27073,0
15246,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15247,T3,Independent,C1000,Preservation,Trust,1-9999,N,6859,1
15248,T7,Independent,C1000,ProductDev,Trust,25000-99999,N,55379,1
15249,T3,Independent,C7000,Preservation,Trust,25000-99999,N,7525,1
15250,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,1
15251,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15252,T3,Independent,C7000,Preservation,Trust,100000-499999,N,18839,1
15253,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15254,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15255,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15256,T3,Independent,C1000,Preservation,Trust,25000-99999,N,11750,1
15257,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15258,T3,Independent,C1200,Preservation,Trust,100000-499999,N,17900,1
15259,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15260,T3,CompanySponsored,C2700,Preservation,Trust,25000-99999,N,3428068,1
15261,T3,Independent,C1200,Preservation,Trust,25000-99999,N,49331,1
15262,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,41193,1
15263,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15264,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15265,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15266,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15267,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15268,T3,Independent,C2000,Preservation,Trust,100000-499999,N,102951,0
15269,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15270,T3,Independent,C1000,Preservation,Trust,100000-499999,N,247451,1
15271,T3,CompanySponsored,C1000,CommunityServ,Association,0,N,5000,1
15272,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
15273,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15274,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15275,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15276,T3,CompanySponsored,C1200,CommunityServ,Trust,0,N,5000,0
15277,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15278,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15279,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15280,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
15281,T3,Independent,C1000,Preservation,Trust,100000-499999,N,69079,1
15282,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15283,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15284,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15285,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15286,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
15287,T3,Independent,C2000,Preservation,Trust,100000-499999,N,11441,0
15288,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15289,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15290,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
15291,T3,Independent,C8000,Preservation,Trust,0,N,5000,1
15292,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,32734,0
15293,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,18976,1
15294,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
15295,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15296,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15297,T3,Independent,C1200,Preservation,Trust,25000-99999,N,5000,1
15298,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
15299,T3,Independent,C7000,Preservation,Trust,25000-99999,N,87888,1
15300,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15301,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15302,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15303,T3,Independent,C1000,Preservation,Trust,100000-499999,N,129580,1
15304,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15305,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15306,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,6736,0
15307,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
15308,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15309,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15310,T3,Independent,C1000,Preservation,Trust,100000-499999,N,72675,1
15311,T3,Independent,C1200,Preservation,Trust,100000-499999,N,312035,1
15312,T3,Independent,C1200,Preservation,Trust,100000-499999,N,5000,1
15313,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15314,T3,CompanySponsored,C7100,Preservation,Association,0,N,5000,1
15315,T3,Independent,C1000,Preservation,Trust,100000-499999,N,117678,1
15316,T3,Independent,C2100,Preservation,Trust,25000-99999,N,140265,0
15317,T3,Independent,C7000,Preservation,Trust,25000-99999,N,13985,1
15318,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15319,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15320,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15321,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15322,T9,Independent,C1000,ProductDev,Co-operative,25000-99999,N,2117971,1
15323,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,0
15324,T3,Independent,C7000,Preservation,Trust,25000-99999,N,277898,1
15325,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15326,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15327,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15328,T3,Independent,C1000,Preservation,Trust,1M-5M,N,34303,0
15329,T3,Independent,C4000,Preservation,Trust,0,N,5000,1
15330,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15331,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15332,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15333,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,11264,0
15334,T3,Independent,C1000,Preservation,Trust,100000-499999,N,57332,0
15335,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15336,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15337,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15338,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15339,T3,Independent,C2000,Preservation,Association,0,N,5000,0
15340,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15341,T3,Independent,C1000,Preservation,Association,25000-99999,N,17735,1
15342,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15343,T7,Independent,C1000,ProductDev,Trust,0,N,5000,0
15344,T3,Independent,C1000,Preservation,Trust,25000-99999,N,2506980,1
15345,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15346,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15347,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15348,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15349,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15350,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15351,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15352,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15353,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15354,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15355,T3,CompanySponsored,C1700,Preservation,Association,0,N,5000,0
15356,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15357,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15358,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15359,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15360,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
15361,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15362,T3,CompanySponsored,C2700,Preservation,Trust,25000-99999,N,282946,1
15363,T4,Independent,C3000,ProductDev,Trust,25000-99999,N,5000,1
15364,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15365,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15366,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15367,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15368,T3,Independent,C1200,Preservation,Trust,25000-99999,N,67199,1
15369,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,85580,1
15370,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15371,T3,Independent,C1200,Preservation,Association,25000-99999,N,5000,0
15372,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15373,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15374,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15375,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15376,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15377,T3,Independent,C1000,Preservation,Trust,10000-24999,N,5000,1
15378,T7,Independent,C1000,ProductDev,Trust,0,N,5000,0
15379,T3,Independent,C1200,Preservation,Trust,10000-24999,N,5000,1
15380,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15381,T3,Independent,C4100,Preservation,Trust,25000-99999,N,22921,1
15382,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15383,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15384,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
15385,T3,Independent,C1000,Preservation,Trust,100000-499999,N,5175,0
15386,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,0
15387,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,14118,1
15388,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15389,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15390,T3,Independent,C2000,Preservation,Trust,1M-5M,N,4285119,1
15391,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15392,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,140251,1
15393,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15394,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15395,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15396,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15397,T3,Independent,C1200,CommunityServ,Trust,25000-99999,N,96269,1
15398,T3,CompanySponsored,C1700,CommunityServ,Association,0,N,5000,0
15399,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15400,T3,Independent,C1200,Preservation,Trust,25000-99999,N,16435,1
15401,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,42881,0
15402,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15403,T3,Independent,C1230,Preservation,Trust,0,N,5000,0
15404,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15405,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15406,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15407,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15408,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,52430,0
15409,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15410,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15411,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15412,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15413,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15414,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
15415,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15416,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15417,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15418,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
15419,T3,Independent,C1000,Preservation,Trust,25000-99999,N,12864,1
15420,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15421,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15422,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15423,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15424,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15425,T4,Independent,C1000,ProductDev,Trust,0,N,5000,0
15426,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15427,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15428,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15429,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
15430,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,0
15431,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,251488,0
15432,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15433,T3,Independent,C1200,Preservation,Trust,10000-24999,N,5000,1
15434,T9,Independent,C2000,ProductDev,Co-operative,1-9999,N,610805,0
15435,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15436,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15437,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15438,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15439,T3,Independent,C1200,Preservation,Trust,1-9999,N,21084,0
15440,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15441,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15442,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
15443,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15444,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,272119,0
15445,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15446,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
15447,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15448,T6,Independent,C3000,ProductDev,Trust,0,N,5000,1
15449,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15450,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15451,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15452,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15453,T3,Independent,C1000,Preservation,Trust,0,Y,5000,1
15454,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15455,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15456,T3,CompanySponsored,C1200,Preservation,Association,25000-99999,N,32642,0
15457,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15458,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15459,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15460,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15461,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15462,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15463,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15464,T3,Independent,C7000,Preservation,Trust,1-9999,N,19704,1
15465,T3,Independent,C1000,Preservation,Trust,10000-24999,N,5000,1
15466,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15467,T3,Independent,C1200,Preservation,Association,0,N,5000,1
15468,T3,Independent,C8000,Preservation,Trust,0,N,5000,1
15469,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15470,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15471,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15472,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15473,T3,Independent,C1000,Preservation,Trust,100000-499999,N,169244,1
15474,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15475,T3,Independent,C1000,Preservation,Association,0,N,5000,1
15476,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15477,T3,Independent,C3000,ProductDev,Trust,0,N,5000,1
15478,T3,Independent,C1000,Preservation,Trust,25000-99999,N,15896,1
15479,T3,Independent,C1000,Preservation,Trust,25000-99999,N,41341,1
15480,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15481,T3,Independent,C1700,Preservation,Trust,100000-499999,N,67110,1
15482,T6,Independent,C1000,ProductDev,Trust,0,N,5000,0
15483,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15484,T6,Independent,C1000,ProductDev,Association,0,N,5000,1
15485,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15486,T3,Independent,C1000,Preservation,Trust,100000-499999,N,14894,1
15487,T3,Independent,C1700,Preservation,Trust,10000-24999,N,37564,1
15488,T3,Independent,C1000,Preservation,Trust,0,N,16810,1
15489,T3,Independent,C2100,Preservation,Trust,25000-99999,N,402198,0
15490,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15491,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15492,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15493,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15494,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
15495,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,40899,0
15496,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15497,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15498,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15499,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15500,T3,Independent,C1000,Preservation,Association,0,N,5000,0
15501,T3,Independent,C1000,Preservation,Trust,100000-499999,N,12470,1
15502,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
15503,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15504,T3,Independent,C1200,Preservation,Association,0,N,5000,1
15505,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15506,T3,Independent,C1000,Preservation,Trust,1-9999,N,5349,1
15507,T3,Independent,C1000,Preservation,Trust,100000-499999,N,35191,0
15508,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15509,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15510,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15511,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15512,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15513,T3,Independent,C1000,Preservation,Trust,10000-24999,N,8345,1
15514,T3,Independent,C1000,Preservation,Trust,1-9999,N,5255,0
15515,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15516,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15517,T3,Independent,C2000,Preservation,Trust,100000-499999,N,64764,1
15518,T3,Independent,C1237,Preservation,Trust,0,N,5000,1
15519,T7,Independent,C1000,ProductDev,Trust,25000-99999,N,74955,1
15520,T3,Independent,C1000,Preservation,Trust,25000-99999,N,119414,1
15521,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15522,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15523,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15524,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15525,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15526,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15527,T3,Independent,C1235,Preservation,Trust,0,N,5000,1
15528,T6,Independent,C1000,ProductDev,Trust,100000-499999,N,148813,1
15529,T3,Independent,C1000,Preservation,Trust,1M-5M,N,252962,1
15530,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15531,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15532,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15533,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15534,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15535,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15536,T3,Independent,C7100,Preservation,Trust,0,N,5000,1
15537,T3,Independent,C1000,Preservation,Trust,100000-499999,N,836511,1
15538,T3,Independent,C1200,Preservation,Trust,100000-499999,N,124916,1
15539,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15540,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15541,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15542,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15543,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15544,T3,CompanySponsored,C2100,Preservation,Trust,10000-24999,N,5000,0
15545,T3,Independent,C1000,Preservation,Association,100000-499999,N,108178,0
15546,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15547,T3,Independent,C1000,Preservation,Trust,25000-99999,N,2057834,1
15548,T3,Independent,C1000,Preservation,Trust,100000-499999,N,159787,0
15549,T3,Independent,C1000,Preservation,Trust,100000-499999,N,548180,1
15550,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15551,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15552,T3,Independent,C1000,Preservation,Trust,25000-99999,N,207401,1
15553,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15554,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
15555,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15556,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15557,T3,CompanySponsored,C7000,Preservation,Association,0,N,5000,0
15558,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
15559,T3,Independent,C1200,Preservation,Co-operative,25000-99999,N,10363,0
15560,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
15561,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,32807,0
15562,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15563,T3,Independent,C1000,Preservation,Trust,10000-24999,N,34223,1
15564,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15565,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15566,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15567,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15568,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15569,T3,Independent,C1200,Preservation,Trust,25000-99999,N,491364,1
15570,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15571,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15572,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15573,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15574,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15575,T7,Independent,C1000,ProductDev,Trust,100000-499999,N,20883,1
15576,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15577,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15578,T6,Independent,C2000,ProductDev,Trust,0,N,5000,0
15579,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15580,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15581,T7,Independent,C1000,ProductDev,Trust,0,N,5000,0
15582,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15583,T3,Independent,C1000,Preservation,Association,10000-24999,N,5000,1
15584,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
15585,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15586,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15587,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15588,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15589,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15590,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
15591,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15592,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15593,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15594,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15595,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15596,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15597,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15598,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15599,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,5000,0
15600,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15601,T3,Independent,C1000,Preservation,Association,0,N,5000,1
15602,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15603,T3,Independent,C1000,Preservation,Trust,25000-99999,N,878268,0
15604,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15605,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15606,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15607,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15608,T3,Independent,C1200,Preservation,Trust,100000-499999,N,29212,1
15609,T3,Independent,C2000,Preservation,Trust,100000-499999,N,58124,0
15610,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
15611,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15612,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15613,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15614,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15615,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15616,T3,Independent,C1700,Preservation,Trust,25000-99999,N,6084,1
15617,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15618,T3,Independent,C1000,Preservation,Trust,100000-499999,N,68956,1
15619,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,0
15620,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
15621,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15622,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15623,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15624,T3,Independent,C7000,Preservation,Trust,100000-499999,N,59800,1
15625,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15626,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15627,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15628,T3,CompanySponsored,C2700,Preservation,Trust,0,N,5000,1
15629,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
